seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
X	75144034	75144433	400	*	*	-0.0514285526391928	Distal Intergenic	20	75196937	75206211	9275	2	ENSMUSG00000084831	ENSMUST00000146082	61778
12	26331396	26331795	400	*	*	-0.0375121851603848	Distal Intergenic	12	26350963	26360277	9315	2	ENSMUSG00000020642	ENSMUST00000223137	28482
1	171238677	171239386	710	*	*	-0.072413722195582	Promoter (<=1kb)	1	171238881	171244545	5665	1	ENSMUSG00000026641	ENSMUST00000159207	0
11	98833376	98833775	400	*	*	-0.0699786516152377	Promoter (2-3kb)	11	98830538	98841316	10779	1	ENSMUSG00000037992	ENSMUST00000147985	2838
5	33786812	33787211	400	*	*	-0.0723601464163646	Promoter (<=1kb)	5	33757691	33786979	29289	2	ENSMUSG00000037339	ENSMUST00000065119	0
14	54701061	54701460	400	*	*	0.05611344033913	Promoter (<=1kb)	14	54701594	54708954	7361	1	ENSMUSG00000022175	ENSMUST00000022782	-134
2	90363430	90363829	400	*	*	0.0513002731467215	Intron (ENSMUST00000168621/ENSMUSG00000025314, intron 1 of 23)	2	90263233	90410991	147759	2	ENSMUSG00000025314	ENSMUST00000168621	47162
2	165105812	165106211	400	*	*	-0.0598630671911965	Distal Intergenic	2	165111966	165112096	131	2	ENSMUSG00000087800	ENSMUST00000157175	5885
6	47939978	47940377	400	*	*	0.0525805808125143	3' UTR	6	47930381	47942231	11851	1	ENSMUSG00000045466	ENSMUST00000140719	9597
5	142809195	142809594	400	*	*	-0.0772013907444942	Distal Intergenic	5	142740544	142803417	62874	2	ENSMUSG00000039477	ENSMUST00000151477	-5778
16	32457287	32457686	400	*	*	-0.0676621748845316	Distal Intergenic	16	32462692	32487097	24406	1	ENSMUSG00000022791	ENSMUST00000145627	-5006
14	21115873	21116272	400	*	*	0.0556404153028894	Intron (ENSMUST00000045376/ENSMUSG00000039197, intron 1 of 10)	14	21126220	21498630	372411	1	ENSMUSG00000039197	ENSMUST00000224069	-9948
X	10262109	10262508	400	*	*	-0.0493676976497351	Distal Intergenic	20	10282882	10283372	491	2	ENSMUSG00000086996	ENSMUST00000130841	20864
1	23388082	23388481	400	*	*	-0.0347997439205891	Promoter (2-3kb)	1	23385037	23385680	644	2	ENSMUSG00000101226	ENSMUST00000189078	-2402
11	20515869	20516269	401	*	*	-0.0562220960936366	Intron (ENSMUST00000145328/ENSMUSG00000049800, intron 1 of 2)	11	20524567	20525189	623	2	ENSMUSG00000083555	ENSMUST00000121890	8920
3	30760116	30760515	400	*	*	0.0504627705653715	Distal Intergenic	3	30736829	30753992	17164	2	ENSMUSG00000074653	ENSMUST00000108263	-6124
18	32509631	32510030	400	*	*	-0.054673544643608	Promoter (<=1kb)	18	32492106	32510105	18000	2	ENSMUSG00000097413	ENSMUST00000234930	75
8	112281870	112282269	400	*	*	0.0716362423119387	Intron (ENSMUST00000172856/ENSMUSG00000033545, intron 2 of 5)	8	112288472	112333428	44957	1	ENSMUSG00000033545	ENSMUST00000173692	-6203
1	152690875	152691274	400	*	*	-0.0680979943353704	Intron (ENSMUST00000186568/ENSMUSG00000026480, intron 3 of 15)	1	152686641	152700042	13402	1	ENSMUSG00000026480	ENSMUST00000189135	4234
1	135667100	135667499	400	*	*	-0.0678574225366149	5' UTR	1	135656885	135679970	23086	1	ENSMUSG00000026421	ENSMUST00000027677	10215
9	62981679	62982078	400	*	*	-0.0510915452725979	Distal Intergenic	9	62987549	62990255	2707	2	ENSMUSG00000111144	ENSMUST00000214934	8177
17	46342719	46343118	400	*	*	-0.0757561970335662	Promoter (<=1kb)	17	46327919	46342741	14823	2	ENSMUSG00000023951	ENSMUST00000024747	0
9	60190849	60191248	400	*	*	-0.0392297410874267	Intron (ENSMUST00000171654/ENSMUSG00000032289, intron 5 of 16)	9	60241425	60242251	827	1	ENSMUSG00000111296	ENSMUST00000214235	-50177
4	107686931	107687330	400	*	*	0.063875409475629	Promoter (<=1kb)	4	107685093	107688041	2949	2	ENSMUSG00000028612	ENSMUST00000142425	711
19	42619987	42620386	400	*	*	-0.0720295431899349	Distal Intergenic	19	42583545	42601252	17708	2	ENSMUSG00000025185	ENSMUST00000164786	-18735
15	14926425	14926824	400	*	*	-0.042739817986686	Distal Intergenic	15	14735139	14735370	232	2	ENSMUSG00002075345	ENSMUST00020182053	-191055
10	115087169	115087568	400	*	*	-0.0665051498746893	Promoter (<=1kb)	10	115033777	115087372	53596	2	ENSMUSG00000020130	ENSMUST00000020339	0
7	118454420	118454819	400	*	*	0.0634545809510396	Promoter (<=1kb)	7	118444724	118454836	10113	2	ENSMUSG00000030980	ENSMUST00000106549	17
2	161291514	161291913	400	*	*	0.0434414092966659	Distal Intergenic	2	161324483	161324958	476	2	ENSMUSG00000083374	ENSMUST00000119175	33045
8	32777387	32777786	400	*	*	0.0712743947833048	Intron (ENSMUST00000209107/ENSMUSG00000062991, intron 1 of 12)	8	32339339	32782941	443603	2	ENSMUSG00000062991	ENSMUST00000238824	5155
X	46602645	46603048	404	*	*	-0.0455202319287942	Distal Intergenic	20	46560685	46561689	1005	1	ENSMUSG00000083094	ENSMUST00000121923	41960
13	56573046	56573445	400	*	*	-0.0434641844161893	Promoter (<=1kb)	13	56574407	56581566	7160	1	ENSMUSG00000110477	ENSMUST00000212844	-962
8	117647939	117648338	400	*	*	-0.0737862800692527	Promoter (<=1kb)	8	117615424	117648194	32771	2	ENSMUSG00000014633	ENSMUST00000148235	0
11	93859147	93859546	400	*	*	-0.0751604310308277	Promoter (<=1kb)	11	93847805	93859347	11543	2	ENSMUSG00000037601	ENSMUST00000135884	0
3	150822436	150822835	400	*	*	0.0534619891843745	Distal Intergenic	3	150823559	150829555	5997	2	ENSMUSG00000104816	ENSMUST00000200442	6720
19	6929497	6929896	400	*	*	-0.0731867150670054	Promoter (1-2kb)	19	6928135	6929242	1108	1	ENSMUSG00000024959	ENSMUST00000145463	1362
5	139777079	139777478	400	*	*	-0.0744581835673169	Promoter (<=1kb)	5	139777268	139788408	11141	1	ENSMUSG00000018143	ENSMUST00000018287	0
7	78545419	78545818	400	*	*	-0.0738894652548451	Promoter (<=1kb)	7	78545602	78560957	15356	1	ENSMUSG00000030609	ENSMUST00000123824	0
4	45510966	45511365	400	*	*	-0.0611457972563953	Intron (ENSMUST00000061986/ENSMUSG00000044813, intron 1 of 5)	4	45500485	45500552	68	2	ENSMUSG00002076578	ENSMUST00020183210	-10414
6	71499978	71500377	400	*	*	0.0457190924139912	Distal Intergenic	6	71515494	71518722	3229	2	ENSMUSG00000108278	ENSMUST00000204222	18345
11	101169586	101169985	400	*	*	-0.0688032785954024	Promoter (<=1kb)	11	101168794	101169940	1147	2	ENSMUSG00000017188	ENSMUST00000017332	0
14	77026829	77027228	400	*	*	0.0585979235771825	Distal Intergenic	14	77018267	77021652	3386	1	ENSMUSG00000115817	ENSMUST00000226490	8562
9	52016719	52017118	400	*	*	0.0604855419495536	Promoter (1-2kb)	9	52014989	52015079	91	2	ENSMUSG00002076614	ENSMUST00020183570	-1640
15	53209373	53209772	400	*	*	-0.0725179985403539	Promoter (<=1kb)	15	52927434	53209555	282122	2	ENSMUSG00000061731	ENSMUST00000077273	0
13	115238359	115238758	400	*	*	-0.0502259719896305	Promoter (<=1kb)	13	115089632	115238500	148869	2	ENSMUSG00000042284	ENSMUST00000061673	0
1	91200079	91200478	400	*	*	0.057129751361245	Promoter (2-3kb)	1	91202686	91204273	1588	1	ENSMUSG00000034343	ENSMUST00000187494	-2208
14	77012956	77013355	400	*	*	0.0643473854029382	Distal Intergenic	14	77018267	77021652	3386	1	ENSMUSG00000115817	ENSMUST00000226490	-4912
8	122884119	122884518	400	*	*	0.0546517598975176	Distal Intergenic	8	122985359	122999389	14031	1	ENSMUSG00000043903	ENSMUST00000187142	-100841
18	57300650	57301378	729	*	*	0.0530352592021377	Intron (ENSMUST00000075770/ENSMUSG00000024593, intron 1 of 24)	18	57275858	57425800	149943	1	ENSMUSG00000024593	ENSMUST00000139892	24792
6	147134593	147134992	400	*	*	-0.035402001734365	Distal Intergenic	6	147144221	147145291	1071	2	ENSMUSG00000086021	ENSMUST00000153521	10299
2	23941243	23941642	400	*	*	-0.0374582416758205	Promoter (1-2kb)	2	23892922	23939406	46485	2	ENSMUSG00000026986	ENSMUST00000051416	-1837
15	34494866	34495265	400	*	*	0.0627944568571429	Promoter (<=1kb)	15	34485040	34495317	10278	2	ENSMUSG00000022323	ENSMUST00000141154	52
17	45883967	45884366	400	*	*	-0.0750924980419862	Promoter (<=1kb)	17	45878701	45884197	5497	2	ENSMUSG00000023944	ENSMUST00000024739	0
13	9403460	9403859	400	*	*	0.0489750488292767	Promoter (1-2kb)	13	9402064	9402725	662	1	ENSMUSG00000113869	ENSMUST00000222099	1396
4	140428446	140428845	400	*	*	-0.0722581873938529	Promoter (<=1kb)	4	140428784	140437781	8998	1	ENSMUSG00000040945	ENSMUST00000138808	0
X	122535386	122535785	400	*	*	-0.0314569211285514	Distal Intergenic	20	122573759	122576646	2888	2	ENSMUSG00000085536	ENSMUST00000149500	40861
19	6477151	6477550	400	*	*	-0.0494927064545507	Promoter (<=1kb)	19	6477953	6582541	104589	1	ENSMUSG00000033768	ENSMUST00000235714	-403
1	52158401	52158800	400	*	*	-0.0674661823134136	Promoter (<=1kb)	1	52158599	52194571	35973	1	ENSMUSG00000026104	ENSMUST00000186574	0
11	112964981	112965380	400	*	*	0.0552248355221855	Intron (ENSMUST00000136438/ENSMUSG00000087259, intron 1 of 2)	11	112934721	113063903	129183	2	ENSMUSG00000087259	ENSMUST00000136438	98523
12	87366643	87367042	400	*	*	-0.0332657838788157	Intron (ENSMUST00000021424/ENSMUSG00000021036, intron 9 of 11)	12	87356413	87375387	18975	2	ENSMUSG00000021036	ENSMUST00000170720	8345
9	71403816	71404215	400	*	*	0.0602709329352223	Distal Intergenic	9	71385719	71393217	7499	2	ENSMUSG00000032199	ENSMUST00000034720	-10599
7	138995404	138995803	400	*	*	0.0519364058129483	Intron (ENSMUST00000106098/ENSMUSG00000025477, intron 1 of 15)	7	138980405	139159141	178737	1	ENSMUSG00000025477	ENSMUST00000097975	14999
10	62410812	62411211	400	*	*	0.0590185219034617	Promoter (2-3kb)	10	62413473	62414848	1376	1	ENSMUSG00000105203	ENSMUST00000199616	-2262
8	85492130	85492557	428	*	*	0.0607444220368958	Intron (ENSMUST00000109764/ENSMUSG00000001911, intron 2 of 10)	8	85431341	85500025	68685	2	ENSMUSG00000001911	ENSMUST00000109764	7468
4	94896414	94896813	400	*	*	0.0514730507512767	Intron (ENSMUST00000149367/ENSMUSG00000086251, intron 2 of 4)	4	94867440	94916781	49342	1	ENSMUSG00000086251	ENSMUST00000149367	28974
18	7304281	7304680	400	*	*	-0.046136260990552	Distal Intergenic	18	7088209	7297936	209728	2	ENSMUSG00000061802	ENSMUST00000234788	-6345
5	43906452	43906851	400	*	*	0.0400852108278055	Intron (ENSMUST00000119523/ENSMUSG00000039753, intron 10 of 10)	5	43910251	43911613	1363	2	ENSMUSG00000104728	ENSMUST00000196543	4762
18	77554364	77554763	400	*	*	0.0635729853234149	Promoter (<=1kb)	18	77550589	77554844	4256	2	ENSMUSG00000025427	ENSMUST00000182805	81
3	94794081	94794480	400	*	*	-0.0674668137542622	Promoter (<=1kb)	3	94791404	94794272	2869	2	ENSMUSG00000005779	ENSMUST00000005923	0
2	33109918	33110317	400	*	*	0.0708212959308212	Intron (ENSMUST00000004208/ENSMUSG00000004105, intron 1 of 4)	2	33106129	33132405	26277	1	ENSMUSG00000004105	ENSMUST00000193373	3789
11	69286733	69287132	400	*	*	-0.074638944550386	Promoter (<=1kb)	11	69286944	69287506	563	1	ENSMUSG00000059278	ENSMUST00000124932	0
X	139406564	139406963	400	*	*	-0.0709997032535703	Distal Intergenic	20	139440277	139443417	3141	2	ENSMUSG00000031431	ENSMUST00000112995	36454
4	141038357	141038756	400	*	*	-0.0691132980443213	Promoter (2-3kb)	4	141036205	141038269	2065	1	ENSMUSG00000006445	ENSMUST00000145523	2152
1	194463518	194464295	778	*	*	0.0636919733237991	Intron (ENSMUST00000027952/ENSMUSG00000026640, intron 13 of 31)	1	194446875	194468936	22062	1	ENSMUSG00000026640	ENSMUST00000135664	16643
8	88787186	88787585	400	*	*	0.0556698288114281	Intron (ENSMUST00000212350/ENSMUSG00000110719, intron 2 of 4)	8	88778139	88797438	19300	2	ENSMUSG00000110719	ENSMUST00000212350	9853
16	58548117	58548516	400	*	*	-0.0754995901291258	Promoter (<=1kb)	16	58548273	58554614	6342	1	ENSMUSG00000022744	ENSMUST00000023426	0
4	62617664	62618063	400	*	*	-0.076061732696169	Promoter (<=1kb)	4	62617703	62621255	3553	1	ENSMUSG00000059810	ENSMUST00000125369	0
1	131682898	131683297	400	*	*	-0.04251017513968	Exon (ENSMUST00000049027/ENSMUSG00000042268, exon 6 of 21)	1	131678229	131681725	3497	1	ENSMUSG00000042268	ENSMUST00000147800	4669
7	127843093	127843492	400	*	*	0.0568886878226303	Promoter (2-3kb)	7	127845984	127854871	8888	1	ENSMUSG00000030782	ENSMUST00000164710	-2492
19	61215941	61216340	400	*	*	-0.0418962585325471	Promoter (<=1kb)	19	61212849	61215814	2966	2	ENSMUSG00000059326	ENSMUST00000237386	-127
7	45354199	45354598	400	*	*	-0.0735310082598916	Promoter (<=1kb)	7	45354512	45359627	5116	1	ENSMUSG00000059824	ENSMUST00000080885	0
X	48189437	48189836	400	*	*	0.042902624597722	Intron (ENSMUST00000114914/ENSMUSG00000031109, intron 3 of 15)	20	48098584	48169629	71046	2	ENSMUSG00000031109	ENSMUST00000167659	-19808
11	120244455	120244854	400	*	*	-0.0732400181781984	Distal Intergenic	11	120239504	120242016	2513	1	ENSMUSG00000043644	ENSMUST00000143813	4951
11	119017270	119017669	400	*	*	-0.0725042352870876	Intron (ENSMUST00000144096/ENSMUSG00000086547, intron 2 of 5)	11	119013837	119029247	15411	2	ENSMUSG00000086547	ENSMUST00000144096	11578
11	4959708	4960107	400	*	*	0.0483492817331949	Promoter (<=1kb)	11	4959530	4992729	33200	1	ENSMUSG00000009090	ENSMUST00000101613	178
2	118380044	118380443	400	*	*	-0.0732526598612618	Promoter (<=1kb)	2	118359238	118380168	20931	2	ENSMUSG00000040093	ENSMUST00000090219	0
2	20407486	20407887	402	*	*	-0.0680245648288483	Intron (ENSMUST00000114610/ENSMUSG00000036617, intron 3 of 7)	2	20425381	20431801	6421	2	ENSMUSG00000085477	ENSMUST00000129994	23914
16	4404365	4404771	407	*	*	-0.0753515713363287	Distal Intergenic	16	4412577	4433821	21245	1	ENSMUSG00000014303	ENSMUST00000014447	-7806
15	45102289	45102688	400	*	*	-0.0434974397853509	Distal Intergenic	15	45024847	45027205	2359	1	ENSMUSG00000118565	ENSMUST00000238897	77442
15	27595599	27595998	400	*	*	0.0526333567652647	Intron (ENSMUST00000228179/ENSMUSG00000046034, intron 1 of 1)	15	27542721	27608947	66227	2	ENSMUSG00000046034	ENSMUST00000228179	12949
19	55984578	55984977	400	*	*	0.0590260092787694	Distal Intergenic	19	56000961	56001357	397	1	ENSMUSG00000117833	ENSMUST00000236015	-15984
14	4501990	4502389	400	*	*	0.0403204467196585	Intron (ENSMUST00000224512/ENSMUSG00000114504, intron 1 of 2)	14	4458435	4506875	48441	2	ENSMUSG00000021779	ENSMUST00000224934	4486
15	77963322	77963721	400	*	*	-0.0710652197034109	Intron (ENSMUST00000019290/ENSMUSG00000019146, intron 1 of 3)	15	78003906	78028342	24437	1	ENSMUSG00000092375	ENSMUST00000174277	-40185
12	30001359	30001758	400	*	*	0.0434370703612816	Intron (ENSMUST00000220271/ENSMUSG00000020674, intron 1 of 22)	12	29988049	30039545	51497	1	ENSMUSG00000020674	ENSMUST00000155318	13310
4	150222493	150222892	400	*	*	-0.071044336522218	Promoter (<=1kb)	4	150223809	150226710	2902	1	ENSMUSG00000028976	ENSMUST00000132426	-917
9	108367641	108368041	401	*	*	-0.0669312825667671	Promoter (<=1kb)	9	108367801	108378898	11098	1	ENSMUSG00000006676	ENSMUST00000006854	0
17	40156575	40156974	400	*	*	-0.0732317872559369	Promoter (<=1kb)	17	40157244	40159092	1849	1	ENSMUSG00000119584	ENSMUST00000240377	-270
17	46956872	46957271	400	*	*	-0.0661671532856629	Promoter (<=1kb)	17	46957155	46961058	3904	1	ENSMUSG00000002767	ENSMUST00000002844	0
19	53302131	53302530	400	*	*	-0.0718691878093805	Promoter (<=1kb)	19	53301497	53360891	59395	1	ENSMUSG00000025025	ENSMUST00000237480	634
X	79975578	79975977	400	*	*	-0.0338485429241324	Promoter (<=1kb)	20	79976422	79976554	133	2	ENSMUSG00000083944	ENSMUST00000117680	577
15	90800595	90800994	400	*	*	0.074262291778383	Intron (ENSMUST00000230674/ENSMUSG00000116428, intron 3 of 7)	15	90791632	90806986	15355	1	ENSMUSG00000116428	ENSMUST00000229921	8963
1	134289517	134289916	400	*	*	-0.0710244415545329	Promoter (<=1kb)	1	134273835	134289717	15883	2	ENSMUSG00000042305	ENSMUST00000049470	0
2	172212853	172213252	400	*	*	-0.0690097751882939	Promoter (<=1kb)	2	172212654	172224368	11715	1	ENSMUSG00000027498	ENSMUST00000116375	199
7	63575019	63575418	400	*	*	-0.064445023894074	Promoter (<=1kb)	7	63541148	63574618	33471	2	ENSMUSG00000052040	ENSMUST00000183817	-401
1	93102153	93102552	400	*	*	-0.0681850383101652	Intron (ENSMUST00000138595/ENSMUSG00000084989, intron 1 of 31)	1	93096447	93158794	62348	1	ENSMUSG00000084989	ENSMUST00000138595	5706
4	53090414	53090813	400	*	*	-0.0409283004806367	Intron (ENSMUST00000030010/ENSMUSG00000015243, intron 9 of 49)	4	53035488	53040926	5439	2	ENSMUSG00000015243	ENSMUST00000149127	-49488
3	124531475	124531874	400	*	*	-0.0437092207713408	Distal Intergenic	3	124633158	124730509	97352	1	ENSMUSG00000106423	ENSMUST00000198883	-101284
4	129845277	129845676	400	*	*	-0.0726562962689417	Exon (ENSMUST00000084263/ENSMUSG00000028784, exon 8 of 14)	4	129841340	129847355	6016	1	ENSMUSG00000028784	ENSMUST00000128007	3937
8	116731173	116731573	401	*	*	-0.0600162844726458	Distal Intergenic	8	116698374	116698810	437	2	ENSMUSG00000110620	ENSMUST00000212988	-32363
11	105330573	105330973	401	*	*	0.0739494816556496	Intron (ENSMUST00000138977/ENSMUSG00000078627, intron 3 of 11)	11	105325271	105326238	968	1	ENSMUSG00000086089	ENSMUST00000155987	5302
15	90801090	90801489	400	*	*	0.0501317552427123	Intron (ENSMUST00000230674/ENSMUSG00000116428, intron 3 of 7)	15	90791632	90806986	15355	1	ENSMUSG00000116428	ENSMUST00000229921	9458
2	32519245	32519644	400	*	*	-0.0665165696895225	Promoter (<=1kb)	2	32519516	32525064	5549	1	ENSMUSG00000026817	ENSMUST00000068271	0
17	73414737	73415146	410	*	*	-0.0727555764750314	Promoter (<=1kb)	17	73414980	73468986	54007	1	ENSMUSG00000054469	ENSMUST00000130574	0
17	28100504	28100903	400	*	*	0.0457613772315554	Exon (ENSMUST00000114849/ENSMUSG00000039512, exon 8 of 21)	17	28109079	28114340	5262	1	ENSMUSG00000039512	ENSMUST00000137825	-8176
4	97747611	97748011	401	*	*	-0.0576459790120639	Intron (ENSMUST00000152023/ENSMUSG00000028565, intron 2 of 3)	4	97768356	97953592	185237	1	ENSMUSG00000028565	ENSMUST00000148930	-20345
7	138699309	138699708	400	*	*	-0.0503363342400586	Intron (ENSMUST00000016125/ENSMUSG00000015981, intron 8 of 11)	7	138669163	138681693	12531	1	ENSMUSG00000025478	ENSMUST00000121184	30146
5	135037554	135037953	400	*	*	-0.0748706135112253	Promoter (<=1kb)	5	135038006	135040985	2980	1	ENSMUSG00000040532	ENSMUST00000111216	-53
9	87850565	87850964	400	*	*	0.0540908303657264	Distal Intergenic	9	87903473	87903602	130	2	ENSMUSG00000077553	ENSMUST00000104365	52638
7	98190146	98190545	400	*	*	0.0552922056055538	Distal Intergenic	7	98192527	98212197	19671	2	ENSMUSG00000055446	ENSMUST00000069035	21652
2	106199045	106199444	400	*	*	0.0451874301137133	Intron (ENSMUST00000122388/ENSMUSG00000074981, intron 28 of 35)	2	106214032	106236496	22465	1	ENSMUSG00000074981	ENSMUST00000037284	-14588
1	78635337	78635736	400	*	*	-0.0736056731966612	Promoter (<=1kb)	1	78635542	78685460	49919	1	ENSMUSG00000032883	ENSMUST00000035779	0
2	130879186	130879585	400	*	*	0.0446666309113785	Promoter (2-3kb)	2	130882239	130882318	80	2	ENSMUSG00000098686	ENSMUST00000184185	2733
8	11469258	11469657	400	*	*	0.0684555601091787	Promoter (1-2kb)	8	11449186	11467892	18707	2	ENSMUSG00000084783	ENSMUST00000148654	-1366
3	61317108	61317507	400	*	*	0.0629854352084178	Distal Intergenic	3	61269671	61273372	3702	2	ENSMUSG00000053706	ENSMUST00000066298	-43736
6	38410564	38410963	400	*	*	-0.07389164275857	Promoter (<=1kb)	6	38410885	38489698	78814	1	ENSMUSG00000038538	ENSMUST00000160583	0
9	58613257	58613679	423	*	*	0.0565204489083912	Intron (ENSMUST00000098674/ENSMUSG00000074269, intron 2 of 5)	9	58603127	58603294	168	2	ENSMUSG00000093473	ENSMUST00000177528	-9963
5	120726539	120726938	400	*	*	-0.0669484416834058	Promoter (<=1kb)	5	120672218	120726738	54521	2	ENSMUSG00000032741	ENSMUST00000046426	0
6	48531990	48532389	400	*	*	-0.0638352054821751	Promoter (<=1kb)	6	48531763	48545463	13701	1	ENSMUSG00000073096	ENSMUST00000203627	227
X	162741498	162741908	411	*	*	-0.0633035873297016	Promoter (<=1kb)	20	162718439	162741585	23147	2	ENSMUSG00000031370	ENSMUST00000112289	0
17	67931949	67932348	400	*	*	0.0505200134760963	Intron (ENSMUST00000233130/ENSMUSG00000117029, intron 2 of 2)	17	67866743	67936327	69585	2	ENSMUSG00000117029	ENSMUST00000233130	3979
16	24211956	24212355	400	*	*	-0.0686414736114417	Promoter (<=1kb)	16	24212257	24503933	291677	1	ENSMUSG00000033306	ENSMUST00000231352	0
2	155571170	155571569	400	*	*	-0.0672638760888569	Promoter (<=1kb)	2	155543597	155571395	27799	2	ENSMUSG00000038312	ENSMUST00000040833	0
13	37637101	37637500	400	*	*	-0.0567661733486698	Promoter (<=1kb)	13	37636188	37637184	997	2	ENSMUSG00000099847	ENSMUST00000187093	0
12	98584406	98584807	402	*	*	-0.0462701662107868	Distal Intergenic	12	98594416	98636074	41659	1	ENSMUSG00000021007	ENSMUST00000048402	-9609
14	25713834	25714235	402	*	*	0.0468360058596822	3' UTR	14	25712068	25720216	8149	2	ENSMUSG00000055538	ENSMUST00000184642	5981
9	120716337	120716736	400	*	*	0.0459870460620554	Distal Intergenic	9	120708763	120711038	2276	2	ENSMUSG00000111528	ENSMUST00000215728	-5299
3	153178177	153178576	400	*	*	-0.0364190159404231	Promoter (1-2kb)	3	153179381	153180291	911	2	ENSMUSG00000104964	ENSMUST00000196286	1715
1	153616225	153616624	400	*	*	0.0667966700578102	Promoter (<=1kb)	1	153616095	153621214	5120	1	ENSMUSG00000026475	ENSMUST00000027748	130
